commit	combined	combined_mean	combined_min	clean_fp	n_datasets	combined_singing	combined_korean	combined_english	clean_fp_singing	clean_fp_korean	clean_fp_english	status	description
9064eec	0.544129	0.594880	0.300000	5	3	0.300000	0.623881	0.860759	4	1	0	discard	add mfcc_cross_intra_contrast (FEATURE_NAMES 80->81) -- SECOND-ORDER MFCC consistency feature. cross_dist - 0.5*(intra_pre + intra_post) over +-4s span (clipped to [t-4,t+4]; edge guard t-4<0 or t+4>duration -> 0.0). intra_pre=cos_dist(mean_mfcc(t-4,t-2), mean_mfcc(t-2,t)); intra_post=cos_dist(mean_mfcc(t,t+2), mean_mfcc(t+2,t+4)); cross=cos_dist(mean_mfcc(t-4,t), mean_mfcc(t,t+4)). Reuses cached feat_mfcc, ZERO new librosa calls, ZERO new caches. FEATURE_NAMES 80->81 forces auto-retrain via US-505 sha gate. 25+ iterations exhausted the 1D voiced/unvoiced paired-diff template on every content axis (MFCC/spec_contrast/chroma/spec_flatness/RMS-dB/ZCR/spec_bandwidth/spec_rolloff), every geometry (NEAR/MID/WIDE/FAR/narrow-gap/balanced-span), F0 distribution (IQR, median-cents), voicing-mask temporal structure (transition-rate), detector post-filter (peak-width) -- CLAUDE.md mandates structural change after 5+ same-axis failures. Untried dimension is SECOND-ORDER: comparing cross-boundary distance to intra-side self-distances on the same span. Every prior feature computes ONE distance (or one paired subtraction of masked distances on the SAME window). This feature computes THREE distances on distinct time windows and combines them. GBM max_depth=4/max_leaf=16 cannot synthesize via threshold splits on existing block-2 MFCC deltas because those are all single-cross-boundary. Mechanism on 3 singing chord-cycle FPs: singer+mastering+drum-bus continuous within one song so MFCC drifts steadily both BEFORE and AFTER t; intra_pre ~0.10 (one chord transition each side), intra_post ~0.10, cross averaging 2-3 chords bounded ~0.10 -> feature ~0 silent, FP not boosted. Real cross-song splice: intra_pre small ~0.04 (song A self-consistent), intra_post small ~0.04 (song B self-consistent), cross LARGE ~0.30 (A->B mastering+drum+singer jump) -> feature +0.26 STRONGLY POSITIVE, TP boosted. Sign-and-magnitude separation chord cycle (~0) vs real splice (+0.25+) is binary discriminator. Speech self-gating: 4s pre samples ~6-8 syllables -> intra_pre 0.08-0.15 phoneme drift; 4s post same -> intra_post 0.08-0.15; 4s-mean vs 4s-mean cross smooths phoneme variation -> cross 0.08-0.15 tracking intra -> feature ~0 across non-splice positions on english/korean. Speech splices TP handled by existing 1eda8e3 voiced_unvoiced_mfcc_asymmetry (+0.054 biggest keep). Why subtraction (not ratio): ratio amplifies near-zero-intra noise; subtraction zero-mean-balanced; 0.5*(intra_pre+intra_post) average smoother than max-over-intras. Why MFCC axis: 1eda8e3 proved MFCC carries singer/instrument timbre continuity signal (+0.054 biggest keep); intra-side baseline captures within-song timbre drift precisely where chord-cycle FPs sit. Orthogonal: NOT 1eda8e3 / any voiced_unvoiced_mfcc geometry (all 1st-order voicing-masked cross-boundary); NOT block-2 MFCC deltas (1st-order single distance no intra baseline); NOT 7972a98/spec_contrast variants; NOT f4148cc chroma; NOT 0c3bf76 spec_flatness; NOT c006d52 RMS dB; NOT 0cdd87e ZCR; NOT 7a170b0 spec_bandwidth; NOT e234649 spec_rolloff; NOT 27ddbf7/1d1144d F0; NOT 8fc7169 voicing transition rate; NOT 60196aa peak-width detector. FIRST SECOND-ORDER consistency feature in the 80-feature set. Pure features.py change -- 1 new block (~55 lines) + FEATURE_NAMES append + 2 assert bumps (80->81) + 1 call. Per-t cost: 6 slices + 6 means on 13-dim vectors + 3 cosines + 2 subtractions + 1 average, sub-ms. Smoke-verified: len(FEATURE_NAMES)==81, last name 'mfcc_cross_intra_contrast', synthetic A/B splice at t=10 yields 1.68 LARGE, within-source t=5 yields -8e-5 sentinel-near-zero (~20000x discrimination), edge guard t=1 (t-4<0) returns 0.0, edge guard t=17 with 20s audio (t+4>20) returns 0.0, all 81 features finite, idempotent on repeated calls.
26a3687	0.493112	0.532338	0.295455	8	3	0.295455	0.517808	0.783750	5	2	1	discard	add spec_contrast_cross_intra_contrast (FEATURE_NAMES 80->81) -- SECOND-ORDER spec_contrast consistency feature, cited fallback from 9064eec(c)(1). cross_dist - 0.5*(intra_pre + intra_post) over +-4s span clipped to [t-4,t+4]; edge guard t-4<0 or t+4>duration -> 0.0. intra_pre=cos_dist(mean_contrast(t-4,t-2), mean_contrast(t-2,t)); intra_post=cos_dist(mean_contrast(t,t+2), mean_contrast(t+2,t+4)); cross=cos_dist(mean_contrast(t-4,t), mean_contrast(t,t+4)). Transplants 9064eec MFCC second-order template onto 7-dim spec_contrast (mastering-fingerprint axis). Reuses cached feat_contrast, ZERO new librosa calls, ZERO new caches. FEATURE_NAMES 80->81 forces wrapper auto-retrain via US-505 sha gate. 9064eec MFCC version produced 0.544 (closer to baseline than every 1st-order failure in 20+ iterations) but speech regressed (english 0.889->0.861, korean 0.667->0.624) because MFCC cepstral envelope is phoneme-correlated so 4s-mean cross overshoots 2s-sub-mean intra. spec_contrast is the cited content-axis swap: (i) d290101 proved spec_contrast intrinsically speech-safe (english 0.889->0.897 at 3s spans, peak-RATIO phoneme-stable); (ii) 7972a98 NEAR asymmetry kept +0.005 proving singing mastering-fingerprint signal; (iii) intra-side on within-song +-4s is dominated by FROZEN mastering chain (drum-bus comp + master EQ + limiter) whose per-band peak/valley signature does NOT shift with chord cycles -> intra_pre~intra_post~cross~0.02-0.08 -> feature~0 silent on chord-cycle FP. Cross-song splice: intra small per side (self-consistent mastering), cross LARGE (A->B mastering jump 0.20-0.45) -> feature +0.25+ STRONGLY POSITIVE. Sign-and-magnitude separation chord-cycle (~0) vs real splice (+0.25+) is binary discriminator GBM cannot synthesize from existing feature set because no existing spec_contrast feature carries intra-side baseline (block-2 all-frame scalar; 7972a98 voicing-masked single-boundary; e7ca9eb single-mask single-boundary). Speech self-gating: spec_contrast peak-RATIO phoneme-stable so intra and cross co-vary in similar 0.04-0.08 range on english/korean -> subtraction zeros CLEANER than 9064eec MFCC where cepstral envelope drift made cross overshoot intra. CLAUDE.md mandates structural change after 5+ same-axis failures; 26+ iterations exhausted 1st-order paired-diff. 2nd-order on speech-safe axis is the cited next move. Orthogonal: NOT 9064eec (MFCC 13-dim content -- this is 7-dim spec_contrast); NOT 7972a98 (voicing-masked paired-diff, no intra baseline); NOT d290101/177d641/88adb49/6c6c254/347c0ac (first-order voicing-masked spec_contrast); NOT 1eda8e3 / any voiced_unvoiced_mfcc variant; NOT block-2 spec_contrast_delta (1D all-frame); NOT e7ca9eb voiced_spec_contrast (single-mask no intra); NOT any 1D-scalar / F0 / ZCR / bandwidth / rolloff / flatness / chroma variant; NOT 60196aa detector peak-width. FIRST spec_contrast second-order consistency feature, complementary to 9064eec MFCC second-order. Pure features.py change -- 1 new block (~50 lines) + FEATURE_NAMES append + 2 assert bumps (80->81) + 1 call. Per-t cost: 6 slices + 6 means on 7-dim vectors + 3 cosines + 2 subtractions + 1 average, sub-ms. Smoke-verified: len(FEATURE_NAMES)==81, last name 'spec_contrast_cross_intra_contrast', synthetic A(440Hz sine)/B(220Hz saw) splice at t=10 yields 0.129408 LARGE, within-A t=5 yields -0.000001 sentinel (~100000x discrimination), edge guard t=1 (t-4<0) returns 0.0, edge guard t=17 with 20s audio (t+4>20) returns 0.0, all 81 features finite, idempotent on repeated calls.
c5040d7	0.512673	0.547631	0.313433	7	3	0.313433	0.555385	0.774074	5	1	1	discard	add voiced_mfcc_cross_intra_contrast (FEATURE_NAMES 80->81) -- voicing-masked SECOND-ORDER MFCC consistency feature fusing two proven mechanisms: voicing-mask (1eda8e3 asym kept +0.054 biggest win, 49bd0b1 voiced_mfcc kept +0.028) + 2nd-order cross-intra template (9064eec all-frame MFCC 0.544 closest-to-baseline in 20+ recent failures, but speech regressed english 0.889->0.861 due to unvoiced consonant/silence MFCC heterogeneity pushing cross > intra on speech). pre/post +-4s clipped to [t-4,t+4]: intra_pre=cos_dist(voiced_mean_mfcc(t-4,t-2), voiced_mean_mfcc(t-2,t)); intra_post=cos_dist(voiced_mean_mfcc(t,t+2), voiced_mean_mfcc(t+2,t+4)); cross=cos_dist(voiced_mean_mfcc(t-4,t), voiced_mean_mfcc(t,t+4)); feature=cross-0.5*(intra_pre+intra_post). Voiced mask uses feat_vp>0 on feat_mfcc, ZERO new librosa calls, ZERO new caches. Edge guard t-4<0 OR t+4>duration_s OR any mask empty OR any norm underflow -> sentinel 0.0. FEATURE_NAMES 80->81 forces wrapper auto-retrain via US-505 sha gate. CLAUDE.md mandates structural change after 5+ same-axis failures; 26+ iterations exhausted 1st-order voiced/unvoiced paired-diff across every content axis (MFCC/spec_contrast/chroma/flatness/RMS-dB/ZCR/bandwidth/rolloff) + every geometry (NEAR/MID/WIDE/FAR/narrow-gap/balanced-span) + F0 distribution (IQR/median-cents) + voicing-mask temporal structure + detector peak-width; the untried move inside the 2nd-order template is NOT another content axis or geometry but COMBINING 2nd-order with the voicing mask that has always been the productive speech-self-gating mechanism. Mechanism on 3 singing chord-cycle FPs: voiced MFCC drifts smoothly with lyric/vowel progression on both sides of t within one song; intra_pre captures ~1 chord boundary on voiced vowels ~0.04-0.08; intra_post similar; cross 4s-vs-4s voiced-mean still within-song same singer ~0.04-0.08; feature ~0 silent, FP not boosted. Real cross-song splice: pre 4s song A voiced-consistent (intra_pre ~0.03-0.05), post 4s song B voiced-consistent (intra_post ~0.03-0.05), cross captures vocal-tract/mastering shift on voiced frames ~0.10-0.30; feature +0.16 POSITIVE. Speech self-gating: voiced MFCC on speech is vowel-identity-driven; 2s samples ~4-6 vowels giving stable per-speaker centroid; 4s samples ~8-12 vowels giving SAME centroid; intra~intra~cross on speech -> feature ~0 across non-splice positions -> GBM low per-domain SHAP on english/korean -> feature functionally invisible on speech. Same mechanism that made 49bd0b1 voiced_mfcc speech-safe. Orthogonal: NOT 9064eec mfcc_cross_intra_contrast (all-frame no mask); NOT 26a3687 spec_contrast_cross_intra_contrast (different content axis); NOT 1eda8e3 / any voiced_unvoiced_mfcc geometry variant (1st-order paired-diff no intra baseline); NOT 49bd0b1 voiced_mfcc (1st-order single distance no intra); NOT any 1D-scalar asymmetry (RMS/ZCR/bandwidth/rolloff/flatness); NOT F0 distribution; NOT voicing_transition_rate_delta; NOT detector post-filter. FIRST voicing-masked second-order feature in the 80-feature set. Pure features.py change -- 1 new block (~65 lines fusing _block_voiced_mfcc mask logic with 9064eec intra/cross structure) + FEATURE_NAMES append + 2 assert bumps (80->81) + 1 call in extract_features. Per-t cost 6 slices + 6 voiced-masked means on 13-dim vectors + 3 cosines + 2 subtractions + 1 average, sub-ms. Smoke-verified: len(FEATURE_NAMES)==81, last name 'voiced_mfcc_cross_intra_contrast', synthetic A(440Hz sine)/B(220Hz saw) splice at t=10 yields +0.372 LARGE, within-source t=5 yields -0.0002 sentinel-small (~1900x discrimination), edge guard t=1 (t-4<0) returns 0.0, edge guard t=17 with 20s audio (t+4>20) returns 0.0, all 81 features finite, idempotent on repeated calls.
8170784	0.494106	0.542634	0.292187	6	3	0.292187	0.485714	0.850000	3	3	0	discard	add voiced_chroma_cross_intra_contrast (FEATURE_NAMES 80->81) -- voicing-masked SECOND-ORDER consistency feature on CHROMA (pitch-class / key-signature) axis. Explicit cited fallback from c5040d7(c)(1). For +-4s span clipped to [t-4,t+4]: intra_pre=cos_dist(voiced_mean_chroma(t-4,t-2), voiced_mean_chroma(t-2,t)); intra_post=cos_dist(voiced_mean_chroma(t,t+2), voiced_mean_chroma(t+2,t+4)); cross=cos_dist(voiced_mean_chroma(t-4,t), voiced_mean_chroma(t,t+4)); feature=cross-0.5*(intra_pre+intra_post). Voiced mask uses feat_vp>0 on feat_chroma; ZERO new librosa calls, ZERO new caches. Edge guard t-4<0 OR t+4>duration_s OR any mask empty OR any norm underflow -> sentinel 0.0. FEATURE_NAMES 80->81 forces wrapper auto-retrain via US-505 sha gate. 26+ iterations exhausted 1st-order voiced/unvoiced paired-diff across every content axis; three 2nd-order variants tried: 9064eec (all-frame MFCC 0.544 closest-to-baseline but speech regressed), 26a3687 (all-frame spec_contrast 0.493), c5040d7 (voicing-masked MFCC 0.513 but english 0.774 regressed via cepstral drift). Untried axis is CHROMA 2nd-order with voicing mask -- fundamentally different signal: chroma is 12-dim pitch-class probability, within one song's key every 2s voiced-mean chroma slice converges to SAME key-signature vector because every chord shares 3-5 of 12 pitch classes -> intra_pre~intra_post~cross~0.02-0.08 tiny -> feature~0 silent on chord-cycle FP, NOT boosted. Cross-song splice crosses keys: intra small per side (song A/B key-consistent), cross LARGE (A-key vs B-key 0.25-0.60) -> feature +0.2 to +0.5 STRONGLY POSITIVE. Sign-and-magnitude separation chord-cycle (~0) vs real splice (+0.25+) is binary discriminator GBM cannot synthesize from existing chroma features (32cac36 voiced_chroma_cosine_dist is 1st-order no intra; f4148cc asymmetry 1st-order no intra). Speech self-gating: voiced-chroma on speech is per-vowel prosodic pitch-class noise that averages to near-uniform over any window >=1s -> voiced-chroma intra+cross both sit at ~0.08-0.15 on english/korean -> feature~0 across non-splice -> GBM low per-domain SHAP; same mechanism that made 32cac36 voiced_chroma a keep. Orthogonal: NOT 9064eec (all-frame MFCC no mask); NOT 26a3687 (all-frame spec_contrast no mask); NOT c5040d7 (voicing-masked MFCC 13-dim cepstral -- this is 12-dim pitch-class); NOT f4148cc voiced_unvoiced_chroma_asymmetry (1st-order no intra); NOT 32cac36 voiced_chroma (1st-order no intra); NOT block-5 voicing features; NOT any 1D scalar / F0 / ZCR / bandwidth / rolloff / flatness / tonnetz variant; NOT 60196aa detector peak-width. FIRST voicing-masked 2nd-order on chroma axis, FIRST key-signature-axis 2nd-order feature in 80-feature set. Pure features.py change -- 1 new block (~55 lines fusing _block_voiced_chroma mask logic with 9064eec intra/cross structure on 12-dim chroma) + 1 FEATURE_NAMES append + 2 assert bumps (80->81) + 1 call. Per-t cost 6 slices + 6 voiced-masked means on 12-dim vectors + 3 cosines + 2 subtractions + 1 average, sub-ms. Smoke-verified: len(FEATURE_NAMES)==81, last name 'voiced_chroma_cross_intra_contrast', synthetic A(220/277/330 Hz)/B(175/208/262 Hz) key-shift splice at t=10 yields +0.421 LARGE, within-A t=5 yields -6e-8 sentinel-near-zero (~7M x discrimination), edge guard t=2 (t-4<0) returns 0.0, edge guard t=18 with 20s audio (t+4>20) returns 0.0, all 81 features finite, idempotent on repeated calls.
d4d35b1	0.286699	0.288724	0.242857	5	3	0.242857	0.321429	0.301887	3	2	0	discard	p_splice local-background-margin filter (drop wide plateaus in detector)
3bcec76	0.495614	0.562238	0.250000	6	3	0.250000	0.547826	0.888889	4	2	0	discard	add unvoiced_spec_contrast_cross_intra_contrast (FEATURE_NAMES 80->81)
2557d2a	0.512135	0.563693	0.283333	5	3	0.283333	0.557746	0.850000	3	2	0	discard	add mfcc_variance_ratio_statistic (FEATURE_NAMES 80->81) -- F-statistic variance-reduction ratio on MFCC frames in +-4s window. (RSS_global - RSS_split)/(RSS_split+eps) normalizes the squared pre/post mean-shift by per-frame scatter around each side's local mean. Every prior 2nd-order feature (9064eec/26a3687/c5040d7/8170784/3bcec76) used cos_dist between sub-window MEAN VECTORS and collapsed on chord-cycle FPs because within-song MFCC drift fills intra sub-windows with the same type of mean shift as the cross boundary -- intra and cross co-vary, subtraction zeros on the FPs that need discrimination. FIRST variance-based 2nd-order feature: chord cycle GENERATES per-frame scatter that cross-song splice does NOT so the F-statistic normalization flips the sign of the mimicry. Speech self-gating: phoneme transitions inflate RSS_split -> ratio ~0 on english/korean via frame-level variance rather than mean cancellation. Reuses cached feat_mfcc, ZERO new librosa calls, ZERO new caches. Edge guard full +-4s span required. Smoke-verified len=81 last-name correct, end-to-end 81 finite features on real singing train audio at 0.50ms/call idempotent, synthetic A/B splice t=10 yields 24.23 vs within-A t=5 yields 0.003 (~8500x) vs smooth-drift chord-cycle sim yields 0.99 (~24x).
4e67946	0.515532	0.562438	0.300000	7	3	0.300000	0.537313	0.850000	5	2	0	discard	add mfcc_persistence_ratio (FEATURE_NAMES 80->81) -- future-horizon persistence feature; far_dist(pre,[t+4,t+6])-near_dist(pre,[t,t+2]); real splice persists ~0, chord-cycle reverts negative; smoke verified chord-revert -0.045 vs cross-source ~0
e2ad8b0	0.503369	0.573419	0.236923	7	3	0.236923	0.633333	0.850000	6	1	0	discard	add onset_tempo_peak_lag_delta (FEATURE_NAMES 80->81)
4314449	0.471132	0.523178	0.250000	6	3	0.250000	0.529412	0.790123	4	2	0	discard	add voiced_mfcc_cross_scale_contrast (FEATURE_NAMES 80->81)
1b3eb06	0.500951	0.568201	0.250000	6	3	0.250000	0.565714	0.888889	4	2	0	discard	add mfcc_trajectory_velocity_log_ratio (FEATURE_NAMES 80->81)
1b4fe7c	0.478675	0.535427	0.246154	7	3	0.246154	0.550000	0.810127	4	3	0	discard	add mfcc_corr_structure_distance (FEATURE_NAMES 80->81) -- STRUCTURAL pivot off the entire MEANS-BASED family onto cross-dimensional correlation matrix structure. Cosine distance between strictly-upper-triangle (78 off-diagonal entries) Pearson correlation matrices of the 13 MFCC dims over pre[t-2,t] vs post[t,t+2]. Reuses cached feat_mfcc; ZERO new librosa calls, ZERO new caches. Sentinel 0.0 when either window has <20 frames or either corrcoef is non-finite or either upper-triangle norm underflows. FEATURE_NAMES 80->81 forces auto-retrain via US-505 sha gate. Last 10+ iterations all compared MEAN VECTORS or means-of-derived-statistics (9064eec/26a3687/c5040d7/8170784/3bcec76/2557d2a/4e67946/4314449/1b3eb06) and collapsed on chord-cycle FPs because intra/cross both see similar mean shifts. Correlation-matrix structure measures HOW the 13 cepstral dims CO-VARY (recording timbral fingerprint: mic+preamp, room, instruments, mastering dynamics, vocal tract) — a 78-dim relationship GBM cannot synthesize from any existing mean-based feature. Mechanism on 3 singing chord-cycle FPs: same instruments+mic+mastering within one song -> chord transitions shift MFCC mean vector but preserve dim-by-dim co-variation -> corr_pre~corr_post -> feature~0 silent -> FP not boosted. Cross-song splice: different instruments/mic/mastering -> correlation structure differs -> feature fires. Speech self-gating: within-recording MFCC correlation is stable across phonemes (same mic+same vocal tract) -> feature~0 on non-splice speech. Orthogonal: NOT any cos_dist-between-means family, NOT F-statistic scatter-around-mean (2557d2a), NOT trajectory velocity (1b3eb06), NOT any 1st-order paired-diff/voicing-masked variant, NOT block-2 mfcc_delta. FIRST correlation-matrix-structure feature; FIRST feature using cross-dim covariance rather than means. Blast radius: 1 new block (~45 lines) + FEATURE_NAMES append + 2 assert bumps + 1 call. Per-t cost 2 slices + 2 corrcoef on 13x~172 + 1 cos_dist on 78-vec, sub-ms. Smoke-verified: len==81 last-name correct, synthetic A/B splice yields 0.97 vs within-A 0.18 (~5x discrimination), real singing 500 calls = 0.88ms/call, idempotent, all 81 finite, non-trivial dynamic range across positions (0.22-0.81).
f0ccd94	0.518762	0.564419	0.296825	4	3	0.296825	0.567164	0.829268	3	1	0	discard	add voiced_unvoiced_onset_asymmetry (FEATURE_NAMES 80->81) -- voicing-masked paired-diff on the cached onset-strength envelope (rectified spectral flux). Applies proven productive template (1eda8e3 MFCC +0.054 biggest keep, 7972a98 spec_contrast +0.005 keep) to the one cached 1D per-frame signal not yet tried on this template. Last 10 iterations exhausted 2nd-order / variance / persistence / cross-scale / trajectory-velocity / corr-matrix structures on vector content axes -- every one collapsed on singing chord-cycle FPs (0.47-0.55). Pre[t-2,t] / post[t,t+2]: voiced_delta=mean(onset[voiced post])-mean(onset[voiced pre]); unvoiced_delta=mean(onset[unvoiced post])-mean(onset[unvoiced pre]); feature=unvoiced_delta-voiced_delta. Reuses cached feat_onset + feat_vp, ZERO new librosa calls. Sentinel 0.0 on any empty mask. Mechanism on 3 singing chord-cycle FPs: within-song drum groove steady -> unvoiced_delta~0; vocal melody shifts with chord -> voiced_delta small -> asymmetry~0 silent, FP not boosted. Cross-song splice: different drum kit+mastering attack -> unvoiced_delta MODERATE; vocal shift moderate -> asymmetry POSITIVE, TP boosted. Speech self-gating via paired differencing (1eda8e3 mechanism): within-recording onset intensity is phoneme-context-driven and voiced/unvoiced deltas track same context -> DIFFERENCE zero-mean -> GBM low per-domain SHAP on english/korean. e2ad8b0 onset_tempo_peak_lag_delta used ACF peak-lag (tempo estimate) on same signal -- different statistic, not mean-intensity voicing-split. Orthogonal: NOT 1eda8e3 (cepstral cosine); NOT 7972a98 + every spec_contrast variant (7-dim cosine); NOT f4148cc (chroma); NOT 0c3bf76 (flatness); NOT c006d52 (RMS-dB); NOT 0cdd87e (ZCR); NOT 7a170b0 (bandwidth); NOT e234649 (rolloff); NOT 27ddbf7/1d1144d (F0); NOT 8fc7169 (voicing transition rate -- count not intensity); NOT e2ad8b0 (ACF peak-lag tempo); NOT any 2nd-order / variance / persistence / cross-scale / trajectory / corr-matrix variant; NOT detector post-filter. FIRST onset-strength (rectified-spectral-flux) voicing-masked paired-diff in 80-feature set. Pure features.py change -- 1 new block (~40 lines cloned from block 14 template with 1D scalar mean replacing 13-dim cosine) + 1 FEATURE_NAMES append + 2 assert bumps (80->81) + 1 call in extract_features. Per-t cost: 4 slices + 4 masked means + 2 subtractions, sub-ms. Smoke-verified: len(FEATURE_NAMES)==81, last name 'voiced_unvoiced_onset_asymmetry', real singing_clean_001.wav 20 sample positions yield 16/20 non-zero with range [-0.4046, 0.4116] (non-trivial dynamic range), 100 extract_features calls all 81 features finite, idempotent, edge guard via empty-mask sentinel returns 0.0 correctly.
1e57702	0.470638	0.545938	0.230769	7	3	0.230769	0.495652	0.911392	5	2	0	discard	add nf_full_hist_cosine_dist (FEATURE_NAMES 80->81)
e2fc9de	0.527473	0.568750	0.325000	4	3	0.325000	0.531250	0.850000	4	0	0	discard	tighten DSP_SUM_MIN 5.0 -> 5.5 (linear continuation of 29c06cf 4.5->5.0 keep). Pure detector.py change, no retrain, no feature change, feature count stable at 80. 60+ recent iterations exhausted features.py additions on every content axis (1st-order paired-diff + 2nd-order cross-intra + F-statistic variance + persistence + cross-scale + trajectory velocity + correlation matrix + onset + full histogram), every one collapsing on 3 singing chord-cycle FPs (combined 0.47-0.55). CLAUDE.md mandates structural change after 5+ same-axis failures; features.py axis saturated. DSP_SUM_MIN is genuinely untried primary tunable direction not tracked in wrapper frontier output. 29c06cf kept 4.5->5.0 with mechanism 'bumping bites FPs in [4.5, 5.5] band'. If the 3 remaining singing FPs sit in [5.0, 5.5] band by the same chord-transition-with-partial-support logic, 5.0->5.5 bites them. Real cross-source splices 'disrupt multiple physical signals simultaneously yielding sum 6-12' per 865d92f analysis -- real TPs have >=0.5 margin above 5.5. Linear continuation of a proven productive axis (gradient from 4.5->5.0 keep says keep going); small 10%% bump minimizes TP-drop risk. Orthogonal: NOT features.py addition, NOT classifier retrain, NOT MAX-gate DSP_CONFIRMATION_MIN tuning, NOT GBM_THRESHOLD/GBM_MIN_SEP_S/ANALYSIS_STRIDE_S (frontier-tracked), NOT 60196aa detector peak-width, NOT d4d35b1 p_splice margin (catastrophic 0.287). Risk-bounded by stacking with MAX gate: can only DROP emits past MAX, never create new TPs. Blast radius: 1 constant + comment refresh. Feature set unchanged, classifier byte-identical. Smoke: constants load cleanly, DSP_SUM_MIN=5.5, other tunables unchanged, len(FEATURE_NAMES)=80 stable.
0ae9231	0.426339	0.463211	0.255000	3	3	0.255000	0.433333	0.701299	3	0	0	discard	add DSP_SECOND_HIGHEST_MIN=1.5 multi-channel-consensus gate (detector.py only; pure primary tunable, no retrain)
9274ace	0.443912	0.492706	0.232258	4	3	0.232258	0.516129	0.729730	4	0	0	discard	add DSP_PHASE_MIN=0.3 channel-identity-specific floor on dsp_phase_z
b5b1a0d	0.556428	0.590631	0.354098	4	3	0.354098	0.582353	0.835443	2	2	0	discard	add mfcc_post_retrospective_match (FEATURE_NAMES 80->81) -- min cos_dist from post[t,t+2] to past pre-context windows [t-k-2,t-k] for k in {3,6,9,12}s. STRUCTURAL pivot off the 60+ PRE-vs-POST-at-single-boundary family onto RETROSPECTIVE CONTEXT MATCHING. Chord-cycle FP: post chord already appeared at some past k -> min small -> silent, FP not boosted. Cross-song splice: post is song B absent from entire pre-history -> min large -> fires. Speech self-gating: within-recording past and post share speaker+mic+room so all distances small -> min small -> feature ~0 on non-splice -> GBM low per-domain SHAP. Reuses cached feat_mfcc; ZERO new librosa calls, ZERO new caches. Edge guard t-14<0 OR t+2>duration -> sentinel 0.0. FEATURE_NAMES 80->81 forces retrain via US-505 sha gate. Orthogonal: NOT any paired-diff/voicing-masked single-boundary feature; NOT 9064eec cross-intra (intra sub-windows on SAME span, no past-history bank, no MIN aggregator); NOT 4e67946 persistence (future horizons); NOT 4314449 cross-scale; NOT 1b4fe7c corr-matrix; NOT 1b3eb06 trajectory velocity; NOT 1e57702 histogram; NOT DSP-gate. FIRST min-over-past-context feature in 80-set, FIRST feature using past pre-history as comparison bank. Smoke-verified: len(FEATURE_NAMES)==81 last-name correct; synthetic chord-cycle A(3s period) + song-B splice at t=30 yields 0.018437 vs within-A chord-cycle t=18 yields 0.000005 (~3700x discrimination); edge guards t-14<0 and t+2>duration both return 0.0 sentinel correctly; real singing train audio 200 calls = 0.82ms/call; all 81 features finite; idempotent on repeated calls.
3d56d52	0.479388	0.504017	0.330000	8	3	0.330000	0.466667	0.715385	2	4	2	discard	add voiced_mfcc_post_retrospective_match (FEATURE_NAMES 80->81) -- VOICING-MASKED retrospective context match. Fuses proven voicing-mask self-gating (1eda8e3 +0.054 biggest keep, 49bd0b1 voiced_mfcc +0.028 keep) onto b5b1a0d's retrospective-match mechanism (all-frame version lifted singing 0.345->0.354 best in 60+ iterations but regressed korean/english). For post[t,t+2] voiced-mean MFCC, compute min cos_dist to voiced-mean MFCC at past windows [t-k-2,t-k] for k in {3,6,9,12}s. Voicing mask excludes mic/room noise-floor variability that drove b5b1a0d speech regression. Mechanism on 3 singing chord-cycle FPs: same singer's repeated vowels match some past k -> min tiny -> silent. Cross-song splice: post voiced differs from all past song-A voiced -> min large -> fires. Speech self-gating: within-recording same-speaker vowel-mean MFCC stable across past k -> min tiny non-splice -> silent. Cross-speaker splice: post voiced differs from all past speaker-A voiced -> min large -> fires. Reuses cached feat_mfcc + feat_vp, ZERO new librosa calls, ZERO new caches. Edge guard t-14<0 OR t+2>duration OR any voiced mask empty -> sentinel 0.0. Orthogonal: NOT b5b1a0d (all-frame no mask); NOT 49bd0b1 voiced_mfcc (single-boundary no past bank no MIN); NOT 4e67946 persistence (future horizon); NOT 9064eec/c5040d7 cross-intra (intra sub-windows on SAME span); NOT 1eda8e3/7972a98 asymmetry (single boundary no past bank). FIRST voicing-masked min-over-past-context feature. Pure features.py change -- 1 new block (~55 lines) + FEATURE_NAMES append + 2 assert bumps (80->81) + 1 call. Per-t cost 5 slices + 5 voiced-masked means on 13-dim + 4 cosines + 1 min, sub-ms. Smoke-verified: len(FEATURE_NAMES)==81, last name correct, synthetic A(220Hz)/B(440Hz) splice at t=30 yields 0.432 vs within-A t=20 yields 0.003 (~160x discrimination), edge guards t=10 (t-14<0) and t=39 (t+2>40s) both return 0.0, all 81 features finite on synthetic audio, idempotent on repeated calls.
